train_loss	test_loss
1.2867119342291111	1.2869458607618245
1.277697857170166	1.2837581290249014
1.2755831371845907	1.282984495558679
1.2745191879001945	1.2821352429904385
1.2738414536150586	1.28130385999363
1.2733535839061978	1.2807815593307939
1.2729692724182293	1.2803857840937698
1.272674975605576	1.2803905329763643
1.2724198297675657	1.2800178915633205
1.2722128404819029	1.2796581257428372
1.2720245228368365	1.2794582510390222
1.271868092523482	1.2793473861524178
1.2717299773386779	1.2796841382485702
1.2715962656787607	1.2792686353580585
1.2714978537122161	1.2789995779140362
