train_loss	test_loss
1.2605465883566769	1.1961582120175334
1.1805781382759681	1.167456117237232
1.1618469923384709	1.155536024985825
1.1514232175420358	1.1465119644726318
1.144528440811799	1.1450246866294431
1.1395161973971155	1.1372845800056908
1.135694812827308	1.1327933626089397
1.1324388064115152	1.130515959752869
1.129833251559769	1.1281251238885879
1.1276594487879974	1.1273772103700703
1.1255870257042706	1.1258676639870555
1.1238583825240314	1.1259578440189597
1.1223888980313417	1.1246894772137113
