train_loss	test_loss
1.4299312799612311	1.391845812470078
1.3832638810991338	1.3761165272597693
1.3725440007710736	1.368431585003512
1.3666376958858244	1.3635107783139042
1.3626030292217082	1.3611883751028369
1.3595887768884625	1.3583515980425374
1.357206854762723	1.3566801661885584
1.3554605162870788	1.353995134000936
1.3538773173189185	1.3535477387374697
1.352546684041945	1.352161073552382
1.3513870739767906	1.351321004235866
1.350533084378443	1.3508548815249688
1.3495919769083031	1.3478020805396311
1.34879977221544	1.3482288799795283
1.3481131235624584	1.3485773662759555
1.3474226839264904	1.347394390900536
1.3468044538868376	1.3469758905701472
1.346311113114152	1.345289745412087
1.345781539887838	1.3458587458461875
1.345288301951844	1.3456798044095462
