train_loss	test_loss
1.648959250033259	1.621419955004007
1.613423338510151	1.6094554744689649
1.6051860850470299	1.6023839590110245
1.6002402902092456	1.5995183789142944
1.5971895601612036	1.596757876909638
1.5949208511591773	1.596534940724141
1.593006240289712	1.5927999411946705
1.5915414588937957	1.5917295797317024
1.5901832500770663	1.590768385165015
1.5892141176062722	1.5897295602945516
1.58830860290963	1.5880333041544654
1.587477311816081	1.5883237532588348
1.5867160729927698	1.5868998746098877
1.5860705319383197	1.5864244408159045
1.5853386125432034	1.5859886206078844
1.5847603106902717	1.5855869369149598
1.5842104856348815	1.5846115715521885
1.5837157421935888	1.5837658026825387
1.5832564732054206	1.585919207475689
1.5830522329892451	1.5830702010733015
