train_loss	test_loss
1.275017706908753	1.2742811881654985
1.2668484570562184	1.2716994339994374
1.2644141237591917	1.2704855444025696
1.2631218492164915	1.269024565754095
1.2623019158299278	1.2688376168987068
1.261748845055661	1.267971587032698
1.261284918173026	1.2674270735736703
1.2609213373580892	1.26728180765611
1.260627794616823	1.267004859546408
1.2604291429803236	1.2668169268433978
1.2602358681855834	1.2666397956397029
1.2600466697824702	1.2666533742208204
1.2599417000122792	1.2664588895823452
1.2597992229077937	1.2663071942527264
1.259639936470222	1.266743508982955
1.2594607346379438	1.265981166145119
1.25936825060013	1.2660351912015702
1.2592530729672549	1.2658815520680298
1.2591662172598692	1.2656476542910104
1.2590996060535506	1.2656884141730076
