train_loss	test_loss
1.2501235312641528	1.2485494439038003
1.2387813537620627	1.2448917218758357
1.2351130126212655	1.2430174690559197
1.23292764413235	1.2415269932806245
1.2314076884874272	1.2401189582971122
1.2301996110692754	1.2388456294892733
1.2292899462493763	1.2381702658793738
1.2285818811502844	1.237599897087857
1.227967946505303	1.2364276800907499
1.227513838526008	1.2363212593363528
1.2270682281258785	1.2360420622766266
1.2267146090667587	1.2354152860235872
1.2263882105144068	1.235159277619168
1.2260666138627379	1.234942856616499
1.2258150674091015	1.2347111254064869
1.2255876155335312	1.2345025083088776
1.2253421995916172	1.2342444182678871
1.2251483879502483	1.2341129553515882
