train_loss	test_loss
3.746101031147453	3.7461041258404313
3.7460997597549786	3.7460993425322373
3.746101004871788	3.7460994085180297
3.7461015979645866	3.7460978358251342
3.7461011135660858	3.7460981882535496
3.746099497896238	3.7461006111989033
3.7461007502908394	3.7460994482229477
3.746100283330685	3.7460982120765003
3.7461013189037917	3.7461021925890665
3.7461013023160965	3.7460978658874295
3.7461008305355863	3.746100074048084
3.7460988664296266	3.7460944646885244
3.7461014271255055	3.746098528770489
3.7461025707312925	3.7460976278469924
3.7460975029305494	3.7460962841191243
3.746099024603459	3.74609613399672
3.74609825419718	3.746100126042619
3.74610183184636	3.746097383756282
3.746100392450308	3.7461011445683017
3.7461011426772544	3.7460994179715814
