train_loss	test_loss
1.3089292489341333	1.3018046643229442
1.2926216088747788	1.2974414895678952
1.2888294983914397	1.2952248586658621
1.2864505758800433	1.2936466705749639
1.2844339460415162	1.2921181930051304
1.2829038520074587	1.290298945132133
1.281666059729702	1.289125889119271
1.2808074133015543	1.2885016090642367
1.2803195604048705	1.2879575567126769
1.2799700113486143	1.2878132444199686
1.2793632408886915	1.2868294951826704
1.2872947888942854	1.3316893850124722
1.3589061700102334	1.3813405527118825
1.3840391668757104	1.3805995918903113
1.357503819320036	1.321999821821189
1.311937327914556	1.307915811469446
