train_loss	test_loss
1.4571778957283557	1.447078389053028
1.4571881300986245	1.4470407044244504
1.4571891040686609	1.4470963192678585
1.4571849377921002	1.4470730298782286
1.4571881120617645	1.4470298510369424
1.4572049377307617	1.4470441527881068
1.4571947329842154	1.4471363487085367
1.457176759188445	1.4470702311310035
1.4571934628449892	1.4470471251555004
1.457201572580633	1.447045369365898
1.4572320311902682	1.447063577026747
1.457186168584981	1.447073901540511
1.4571969172541024	1.4470560715406267
1.4571611047451045	1.4470971983498062
1.4571676504175846	1.4470689328379651
1.4571831272206455	1.4471118471929147
1.45719168419694	1.4470391140933847
1.4571864320823478	1.4470291992935402
1.4572193742608053	1.4470414316011169
1.4572195177120157	1.44710393595003
1.4571692174608104	1.4470849782599453
1.4572010173841696	1.4470715634061093
1.457194660605446	1.4470686706269924
1.457201351933566	1.4470324228908016
1.4572092824640575	1.4470294662036343
1.4572085853676486	1.4470499688164327
1.4571801910838011	1.4469700528872953
1.4571784828890473	1.4469724788210698
1.4571856521633442	1.4470490606988613
1.457204393746952	1.4470958878885167
1.4572088246707209	1.4470696823725562
1.4571941767807903	1.44704364998212
1.4571914517520925	1.4471206266850356
1.4571734071424254	1.4471354847132418
1.457189186449009	1.4470569060056535
1.4571856485777444	1.4470833311931721
1.4572138006056725	1.44704952259776
1.4571919773860675	1.4471195970333464
1.4572020250942248	1.4470441342389435
1.457184036479789	1.4471048563842457
1.4572177095559082	1.4471249245509072
1.457182439037208	1.4470471761533334
1.4571832277943408	1.447052490364961
1.4571710992611935	1.447042546183242
1.4571808451325998	1.447098185462081
1.457177584359488	1.4470079021335143
1.4571947772973313	1.447044998877276
1.4571781593686022	1.4470527831944193
1.45719355509084	1.4470566762433508
1.4572085802716062	1.4469884601371417
