train_loss	test_loss
1.3557973457798023	1.379619737400169
1.3809388507991076	1.3795573382678619
1.3809367712774234	1.3797281818136424
1.3809430496333397	1.3793532852318595
1.3809403926270194	1.3794498304988063
1.3809474742575867	1.3796210015731
1.3809388586375266	1.3798860208536698
1.3809374095098068	1.3794040240322634
1.3809381586775933	1.379754131022482
1.3809431905071485	1.379611972558538
1.3809438440353359	1.3796632483948108
1.380943654062541	1.3794881014332818
1.3809374259487135	1.3793415191561678
1.3809473322951087	1.3792507739558173
1.3809367325752293	1.3797013327924912
1.3809513622767304	1.3793202840608616
1.380939780958167	1.3796580293249847
1.3809417336498766	1.3797494802760126
