train_loss	test_loss
1.2474452127604725	1.2415051446404568
1.2251215993813729	1.2301306322563526
1.2176161567642265	1.2247703311055205
1.2137082583555892	1.222198522566165
1.2115398321249713	1.2201154595395656
1.210261858326115	1.2194544017512934
1.2098132516695483	1.2191202535581747
1.2097591471726492	1.2188303074567421
1.2107617458796391	1.2216068705253031
1.2131041612254974	1.2231747733794178
1.2255442655794153	1.2466710982132592
1.241650630377199	1.255802681279737
1.2427288401344596	1.250168185693481
