train_loss	test_loss
1.36497680188314	1.3795109595175201
1.380938044639483	1.3795814898322982
1.3809423463529649	1.3796943026127608
1.3809412386863744	1.379690680788997
1.3809439449005476	1.3794895968959973
1.3809417494355816	1.3794480859243197
1.380946219457339	1.3796175041071996
1.3809407728447762	1.3794139382055035
1.380940970438256	1.379553515253669
1.380948988215564	1.3792690264426197
1.3809447745754295	1.379546847058293
1.3809508280666996	1.3797007252607632
1.3809446631501254	1.3795876328731296
1.3809401817517737	1.3797273635864258
1.3809394442327492	1.3797245409797592
1.3809442084129542	1.3797322341373988
1.380943813280428	1.379164886236983
1.380939807630565	1.3794592813003894
1.3809432954548702	1.3793358184966533
1.3809402487593698	1.3792543375610908
