train_loss	test_loss
3.7449699093730766	3.7449689208279517
3.744969331922805	3.7449701078159294
3.7449699054978884	3.7449694693230335
3.7449696936385246	3.7449696875110114
3.7449700073397194	3.7449680649033623
3.744969966981054	3.744970245081503
3.7449696839032964	3.744970638727404
3.7449703090845414	3.74496978923123
3.7449695235083196	3.7449690945842358
3.7449696391496006	3.7449698085164758
3.744969398604394	3.744968623041067
3.7449696092350395	3.7449694443656565
3.744969635179896	3.744970661983142
3.7449704620126925	3.7449697707022684
3.7449703589894017	3.7449692602104654
3.744969208672923	3.7449705648006284
3.744970507569781	3.74496882572522
3.744969746709697	3.7449707841230326
3.744969380787981	3.7449708272312296
3.7449699392876377	3.7449685589459847
