train_loss	test_loss
1.2913573085445247	1.278532137506428
1.2651340864020395	1.2679405127252852
1.2585113761631865	1.2634011568421146
1.2554829431178907	1.2614410543362564
1.253759793739885	1.2599232081955059
1.2526433710638247	1.2591366013419192
1.2517956832228185	1.2584375273745718
1.2510814237812338	1.257935578046843
1.2505586247738094	1.2574019836032906
1.250141781704611	1.257034994439033
1.2497902140497616	1.2566837084253761
1.2495075552975206	1.25656158603307
1.2492555737495423	1.256459847043123
1.2490480960504105	1.2560237089660873
1.2488442903512145	1.255889186035359
1.2486763649607358	1.255742305933043
1.2485213747851924	1.2557018432902338
1.248373154445326	1.2554175687390705
1.2482473388110122	1.2555067180795132
1.2481341316547567	1.2552974527064351
1.248035774982139	1.255089348534809
1.247919857066516	1.2549944001178805
1.2478431221012656	1.255141362993424
1.2477503994284156	1.2548606841271106
1.2476761943673433	1.2550678320501334
1.2476074047828918	1.2546719077021578
1.2475246906824853	1.254700834964993
1.2474702368588209	1.2547650590687496
1.2473792438093385	1.254501328317826
1.2473350102226484	1.254575608180607
