train_loss	test_loss
1.285985604486509	1.2729761705446085
1.2604335788722452	1.2635162403417188
1.2544931328187794	1.2597499178889582
1.2516679887085744	1.2579498586068518
1.2500999788987581	1.2567270750619248
1.2490808569405176	1.2561015468895238
1.2483360154715848	1.2556535498644426
1.2477878373235327	1.2549190206385135
1.2473441424435132	1.2544194477737147
1.2469575227395584	1.2541126858356386
1.2466243762948197	1.25383698167991
1.2463711485742979	1.2534743185059176
1.2461359388479902	1.2531317906126231
1.2459394784550688	1.2530546301227075
1.2457953327050493	1.2529731769102357
1.2456190734693449	1.2527289576704717
1.245480214433583	1.2524893790780507
1.245355479739028	1.252336022267706
1.2452415274430628	1.2523075932284131
1.2451360810565077	1.2523143911282486
1.2450303359390937	1.2524072228872103
1.2449354482840185	1.2521787529371902
1.2448472295177582	1.2521723516755723
1.2447725064406112	1.2521571031836576
1.2447033831245824	1.2519522493463815
1.2446344545442765	1.2518305424043903
