train_loss	test_loss
2.912071961430303	2.9124927777888563
2.911919301045307	2.9122767949463544
2.912145551108747	2.912583596171319
2.9119273209359178	2.912460745184503
2.9120114415322824	2.9122240110392803
2.9119597619777866	2.9122406371900906
2.911927761006048	2.9124311931921696
2.9119740130761924	2.912112701704916
2.911917602626018	2.9122964080414255
2.9120226702203365	2.91228868505673
2.9120347011195657	2.9122829575277716
2.911849156172708	2.9122630317092035
2.9121065064629668	2.9119993761170013
2.9118637295260776	2.9122779356119275
2.9119261686345865	2.9119628770875137
2.9118529362295735	2.9122517159966415
2.911953990877679	2.9123392227998712
2.9119436592011314	2.912427034952828
2.911955463071054	2.912062980181447
2.9119769598258616	2.912355744583469
